再调大两个卧室的空调风,HomeAppliance-Control
我说你把卧室遮阳帘给我开开,HomeAppliance-Control
洗衣机的浸泡时间改为三十分钟,HomeAppliance-Control
提前帮我打开厕所的灯吧,HomeAppliance-Control
帮我把卧室风速调低一点吧,HomeAppliance-Control
空调暖风调成26吧,HomeAppliance-Control
空调风速给调至最大吧,HomeAppliance-Control
冰箱里是否有果汁呢，我想喝,HomeAppliance-Control
空调现在是多少度呢，可以告诉我下吗,HomeAppliance-Control
可以帮我中央空调温度降低两度不,HomeAppliance-Control
这电热毯咋不热了，帮我把电热毯加热一下吧,HomeAppliance-Control
可不可以将风扇的风小点啦,HomeAppliance-Control
打雷了，帮我快速关掉电脑吧,HomeAppliance-Control
我要做饭了，给我开开抽油烟机。,HomeAppliance-Control
打开窗帘,HomeAppliance-Control
孩子要学习了，帮我把台灯开启阅读模式,HomeAppliance-Control
蒸烤箱切换到3D热风模式吧,HomeAppliance-Control
切换成空调的干燥模式,HomeAppliance-Control
我要去做饭了，把抽烟机打开一下,HomeAppliance-Control
冷冻室温度有点高，帮我降3度行吧,HomeAppliance-Control
帮我让洗衣机进入脱水模式吧,HomeAppliance-Control
可以帮我把扫地机器人关掉吗,HomeAppliance-Control
打开智能机器人，让它自动播报今天最新的天气预报,HomeAppliance-Control
我需要让洗衣机先暂停下,HomeAppliance-Control
把小型榨油机打开。,HomeAppliance-Control
是否让风扇调成自然风吹吹,HomeAppliance-Control
现在帮我把中央空调切换到辅热模式吧,HomeAppliance-Control
现在把洗碗机切换到75℃高温除菌功能吧,HomeAppliance-Control
我想让你把冰箱给关机，我要出门几天,HomeAppliance-Control
空调风速调小多降点儿,HomeAppliance-Control
这回南天地太湿了，帮我开下空气除湿器吧,HomeAppliance-Control
洗衣机使用完了关机,HomeAppliance-Control
有点赶时间，帮我把电饭煲切换到快煮饭模式,HomeAppliance-Control
好无聊，想看下电视，打开电视机吧,HomeAppliance-Control
我想把空调关了。,HomeAppliance-Control
空气净化器可以帮我打开吗,HomeAppliance-Control
洗碗机运行速度减慢了，给我关掉它。,HomeAppliance-Control
帮我关闭热水器,HomeAppliance-Control
打开扫地机器人,HomeAppliance-Control
打开投影仪，我想看最火的一部剧,HomeAppliance-Control
将电烤炉调到最大。,HomeAppliance-Control
我想烤牛排，帮我让蒸烤箱切换到热风+蒸汽模式吧,HomeAppliance-Control
可以把空调风速调快些不,HomeAppliance-Control
电饭煲温度太低了，帮我升温,HomeAppliance-Control
用最大的风速 我说空调呢,HomeAppliance-Control
今天气温有点低，把饮水机温度调到70度。,HomeAppliance-Control
可以将空调设置为睡眠模式不,HomeAppliance-Control
预约明天八点洗衣吧,HomeAppliance-Control
帮我关闭车库自动门,HomeAppliance-Control
打雷了，把电脑关了吧,HomeAppliance-Control
帮我将风扇风级调为5级吧,HomeAppliance-Control
听不清啊电视音量开大吧,HomeAppliance-Control
预约一下明天八点洗衣吧,HomeAppliance-Control
我说你暖气给我关闭,HomeAppliance-Control
开启洗衣服30分钟洗衣功能吧,HomeAppliance-Control
帮我打开洗衣机，我要洗羽绒服,HomeAppliance-Control
我想把二楼的灯关掉行嘛,HomeAppliance-Control
将空调切换为自动升降温模式,HomeAppliance-Control
空调制冷模式定时两个小时,HomeAppliance-Control
我马上就要关掉空调,HomeAppliance-Control
让洗衣机开始脱水吧,HomeAppliance-Control
开一下儿童房的灯,HomeAppliance-Control
我想让浴室通下风，帮我让浴霸切换到吹风模式,HomeAppliance-Control
关闭空气净化器,HomeAppliance-Control
把烤箱关了。,HomeAppliance-Control
室内有点闷热，帮我把风扇打开吧,HomeAppliance-Control
帮我把窗帘打开好吗,HomeAppliance-Control
我想把卧室的床头灯调到柔和光,HomeAppliance-Control
关闭屋内所有水龙头,HomeAppliance-Control
把电饭煲调为保温模式。,HomeAppliance-Control
蒸烤箱切换到除垢模式吧，清洁一下,HomeAppliance-Control
把风速调至最大空调风速10啊,HomeAppliance-Control
可以让洗衣机暂停漂洗吗,HomeAppliance-Control
帮我把空调温度开高点吧,HomeAppliance-Control
帮我把冰箱冷藏室调到5档好吗,HomeAppliance-Control
能不能现在就把音响关掉，我想睡觉,HomeAppliance-Control
帮我把电饭煲开启保温功能吧,HomeAppliance-Control
想做个披萨吃，可以帮我把蒸烤箱切换到披萨模式不,HomeAppliance-Control
关闭阳台的太阳能热水器。,HomeAppliance-Control
可以帮我把冰箱变温抽屉调成冷鲜模式吗,HomeAppliance-Control
帮我在收音机上打个评书听听,HomeAppliance-Control
将热水器温度调为38摄氏度,HomeAppliance-Control
想做西式烤羊排，让蒸烤箱先预热到200度吧,HomeAppliance-Control
开启电饭煲保温模式,HomeAppliance-Control
中央空调切换到净化功能可以吗,HomeAppliance-Control
帮我开下电视可以不可以,HomeAppliance-Control
打开电动牙刷,HomeAppliance-Control
空调风速还可以快一点吧,HomeAppliance-Control
空调风速调至百分之42,HomeAppliance-Control
请将空调风调大再调大,HomeAppliance-Control
把空调调的高一点温度太低了,HomeAppliance-Control
时间有点赶，帮我把洗衣机切换到快洗15分钟吧,HomeAppliance-Control
快帮我把温度调成26吧,HomeAppliance-Control
30分钟后给我把电饭煲关闭。,HomeAppliance-Control
水浸传感器现在不需要关上,HomeAppliance-Control
洗碗机自动杀菌,HomeAppliance-Control
给我把空调的温度调低一点,HomeAppliance-Control
中央空调风速再调大点可不可以呀,HomeAppliance-Control
全屋杀菌模式给我打开,HomeAppliance-Control
想用电饭煲蒸鱼，帮我把电饭煲切换到蒸煮模式吧,HomeAppliance-Control
我想听录音，帮我开一下录音机,HomeAppliance-Control
暖风温度弄低空调的,HomeAppliance-Control
天黑了，加湿器开成夜间模式吧,HomeAppliance-Control
天气寒冷时将室内空调温度调为30摄氏,HomeAppliance-Control
给我调高健身房空调的温度,HomeAppliance-Control
书房静音模式开启,HomeAppliance-Control
让风速最高到4就行,HomeAppliance-Control
可以帮我把空调调到22度吗,HomeAppliance-Control
给我打开一下烟雾警报器,HomeAppliance-Control
打开宠物喂食器，让它2小时后自动喂食,HomeAppliance-Control
可以告诉我下冷藏室现在温度多少吗,HomeAppliance-Control
水浸传感器关闭,HomeAppliance-Control
把空调调成最低的温度,HomeAppliance-Control
将吹风机的冷风模式打开。,HomeAppliance-Control
放音乐空调温度调低,HomeAppliance-Control
空调风速搞小点儿,HomeAppliance-Control
空调调低到28度,HomeAppliance-Control
厨房色温调成中性灯可不可以呢,HomeAppliance-Control
空调太费电了，帮我切换成省电模式可好,HomeAppliance-Control
麻溜把这屋的空调湿度调高个百分之10,HomeAppliance-Control
帮我把冰冻室调成速冻模式,HomeAppliance-Control
把空调的温度调低3度。,HomeAppliance-Control
看一下空气净化器是不是可以打开。,HomeAppliance-Control
想吃冰棍，请问冰箱冷冻室有吗,HomeAppliance-Control
让扫地机器人充电吧,HomeAppliance-Control
打开蒸烤箱，准备做美食啦,HomeAppliance-Control
帮我把电饭煲切换到煮粥模式好吗,HomeAppliance-Control
20分钟后蒸烤箱开始工作吧,HomeAppliance-Control
让电视音量设置为最小吧,HomeAppliance-Control
我头发快干了，麻烦帮我把吹风机关闭。,HomeAppliance-Control
告诉我空调现在显示是多少度,HomeAppliance-Control
温度咋还是不高，告诉我下取暖器现在的温度,HomeAppliance-Control
关闭天然气阀门,HomeAppliance-Control
打开空调除湿,HomeAppliance-Control
空调设置为上下扫风模式行不,HomeAppliance-Control
地有点脏，帮我打开扫地机器人,HomeAppliance-Control
关掉电动车,HomeAppliance-Control
可不可以把蒸烤箱开启上下烤模式呢,HomeAppliance-Control
记得调低冰箱的温度。,HomeAppliance-Control
空调风轻点我要睡了,HomeAppliance-Control
下午三点帮我把电饭煲开启煮饭模式吧,HomeAppliance-Control
帮我把卧室台灯调成强光模式吧,HomeAppliance-Control
帮我把二楼卧室房间的灯开成温馨模式吧,HomeAppliance-Control
可以告诉我冰箱冷藏室温度现在是多少吗,HomeAppliance-Control
家里没人时，关闭空调,HomeAppliance-Control
能不能把空调冷风调大一点,HomeAppliance-Control
风扇档位调为3档可以吗,HomeAppliance-Control
请打开天然气警报器,HomeAppliance-Control
除湿机启动湿度查询功能哈,HomeAppliance-Control
气温回暖了，不用电火炉了。,HomeAppliance-Control
改成最高温度卧室空调的,HomeAppliance-Control
当室内湿度达到60%就关掉加湿器可以吗,HomeAppliance-Control
蒸烤箱切换到蒸汽自清洗功能试试哈,HomeAppliance-Control
将洗衣机切换到漂洗模式好不好,HomeAppliance-Control
把空调风速调大到原来的十分之一,HomeAppliance-Control
能不能把空调模式调成送风,HomeAppliance-Control
帮我把洗衣机切换到空气洗吧,HomeAppliance-Control
我的食物已经准备好啦，帮我把蒸烤箱切换到蒸汽功能模式吧,HomeAppliance-Control
可不可以帮我把空调调到17度呢,HomeAppliance-Control
麻烦快点儿打开电脑,HomeAppliance-Control
帮我把灯打开一下可以吗,HomeAppliance-Control
准备做蛋挞，帮我开启蒸烤箱的烘焙模式吧,HomeAppliance-Control
人体传感器关闭,HomeAppliance-Control
我想吃烤鱼，蒸烤箱开机预热到200度吧,HomeAppliance-Control
现在感觉有点凉了，让空调调高两度吧,HomeAppliance-Control
我想现在把空调切换成冷风模式,HomeAppliance-Control
空调给我温度调高百分之15,HomeAppliance-Control
我想喝热水，热水机帮我把水煮到100度吧,HomeAppliance-Control
请帮我把暖风温度再往小调一点,HomeAppliance-Control
我觉得空调风有点儿小来调大,HomeAppliance-Control
要最大空调风速好吗,HomeAppliance-Control
请切换成浴霸照明灯模式哈,HomeAppliance-Control
冰箱冷藏室温度再降两度可以不呢,HomeAppliance-Control
